"categorySetId","questionType","questionPhrase","Answer1","Answer2","Answer3","Answer4","Answer5","CorrectAnswerAsLetter","textIfCorrect","textIfIncorrect","questionImageId","solutionImageId","autor","pointsToAchieve"
"7.4.1","Multiple Choice","<SPAN STYLE="""" >Eine Niederspannungsanlage ist eine Anlage mit:</SPAN>","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >U &gt; 50</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >&thinsp;</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >V</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >AC</SPAN>","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >U &lt; 1000</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >&thinsp;</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >V</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >AC</SPAN>","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >50</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >&thinsp;</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >V</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >AC</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" > &lt; U &lt; 1000</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >&thinsp;</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >V</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >AC</SPAN>","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >U &gt; 50</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >&thinsp;</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >V</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >AC</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" > und I &gt; 2</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >&thinsp;</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >A</SPAN>","VOID","c","<SPAN STYLE="""" >NIN COMPACT  F2.1 Seite 12<BR>NIN  2.2.1.41<BR><BR><BR></SPAN>","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.4.1","Multiple Choice","<SPAN STYLE="""" >Wie ist eine Schwachstromanlage definiert?</SPAN>","<SPAN STYLE="""" >U &lt; 50</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >V~</SPAN>","<SPAN STYLE="""" >I &lt; 2</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >A</SPAN>","<SPAN STYLE="""" >U &lt; 50</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >V~ und I &lt; 2</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >A</SPAN>","<SPAN STYLE="""" >U &lt; 50</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >V~ oder I &lt; 2</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >A</SPAN>","VOID","c","<SPAN STYLE="""" >NIN COMPACT  F2.1 Seite 12<BR>NIN  2.2.1.51<BR><BR></SPAN>","VOID","2290","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.4.1","Multiple Choice","<SPAN STYLE="""" >Wie nennt man den Strom, der im Fehlerfall durch den menschlichen K&ouml;rper fliesst?</SPAN>","<SPAN STYLE="""" >K&ouml;rperstrom</SPAN>","<SPAN STYLE="""" >Fehlerstrom</SPAN>","<SPAN STYLE="""" >Kurzschlussstrom</SPAN>","<SPAN STYLE="""" >Ber&uuml;hrungsstrom</SPAN>","VOID","ad","<SPAN STYLE="""" >NIN COMPACT  2.1.11.12 Seite 12<BR><BR><BR></SPAN>","<SPAN STYLE="""" >Es sind 2 Antworten richtig</SPAN>","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.4.1","Multiple Choice","<SPAN STYLE="""" >Welche Begriffe beschreiben den mintgr&uuml;nen Bereich korrekt?</SPAN>","<SPAN STYLE="""" >Niederspannungsanlage</SPAN>","<SPAN STYLE="""" >Hochspannungsanlage</SPAN>","<SPAN STYLE="""" >Schwachstromanlage</SPAN>","<SPAN STYLE="""" >Starkstromanlage</SPAN>","VOID","c","<SPAN STYLE="""" >NIN COMPACT  F2.1 Seite 12<BR>NIN 2.2.1.51<BR><BR></SPAN>","VOID","2292","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.4.1","Multiple Choice","<SPAN STYLE="""" >Wer entscheidet, welche Schutzmassnahme in einem Versorgungsgebiet anzuwenden ist? (ausser die NIN schreibt f&uuml;r besondere F&auml;lle eine bestimmte Schutzmassnahme vor)</SPAN>","<SPAN STYLE="""" >die Netzbetreiberin</SPAN>","<SPAN STYLE="""" >das Starkstrominspektorat</SPAN>","<SPAN STYLE="""" >der Elektrokontrolleur</SPAN>","<SPAN STYLE="""" >der Chefmonteur</SPAN>","VOID","a","<SPAN STYLE="""" >NIN COMPACT  1.3.1.1.2 Seite 18<BR>NIN  1.3.1.1.2<BR><BR></SPAN>","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.4.1","Multiple Choice","<SPAN STYLE="""" >Mit welcher Massnahme kann die Dauer der unzul&auml;ssigen Fehlerspannung oder des Fehlerstromes begrenzt werden?</SPAN>","<SPAN STYLE="""" >Schutz-Potenzialausgleich</SPAN>","<SPAN STYLE="""" >Fehlerstromschutzeinrichtung</SPAN>","<SPAN STYLE="""" >Isolierter Standort</SPAN>","<SPAN STYLE="""" >Verwendung von Betriebsmittel der Schutzklasse 2</SPAN>","VOID","b","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.4.1","Multiple Choice","<SPAN STYLE="""" >Welches sind genormte Gleichspannungen?</SPAN>","<SPAN STYLE="""" >110, 230, 400</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >V</SPAN>","<SPAN STYLE="""" >110, 220, 500</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >V</SPAN>","<SPAN STYLE="""" >110, 220, 400</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >V</SPAN>","<SPAN STYLE="""" >110, 220, 440</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >V</SPAN>","VOID","d","<SPAN STYLE="""" >NIN COMPACT  F2.2.2 Seite 13<BR><BR><BR></SPAN>","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.4.1","Multiple Choice","<SPAN STYLE="""" >Welches sind Norm-Wechselspannungen?</SPAN>","<SPAN STYLE="""" >230, 400, 500, 690</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >V</SPAN>","<SPAN STYLE="""" >110, 230, 400, 500</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >V</SPAN>","<SPAN STYLE="""" >230, 400, 500, 600</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >V</SPAN>","<SPAN STYLE="""" >100, 200, 300, 400</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >V</SPAN>","VOID","a","<SPAN STYLE="""" >NIN COMPACT  F2.2.2 Seite 13<BR><BR><BR></SPAN>","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.4.1","Multiple Choice","<SPAN STYLE="""" >In elektrischen Installationen sollen nur genormte Spannungen verwendet werden. Welche Reihe gibt die Normspannungen f&uuml;r Kleinspannungsanlagen richtig wieder?</SPAN>","<SPAN STYLE="""" >2, 4, 10, 24, 36, 50</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >V</SPAN>","<SPAN STYLE="""" >2, 4, 6, 12, 24, 36, 48</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >V</SPAN>","<SPAN STYLE="""" >2, 4, 8, 16, 24, 36, 48</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >V</SPAN>","<SPAN STYLE="""" >2, 5, 10, 16, 24, 36, 48</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >V</SPAN>","VOID","b","<SPAN STYLE="""" >NIN COMPACT  F2.2.2 Seite 13<BR><BR><BR></SPAN>","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.5.1","Multiple Choice","<SPAN STYLE="""" >Ab welcher Leistung sollten f&uuml;r Verbraucher separate &Uuml;berstromunterbrecher vorgesehen werden?</SPAN>","<SPAN STYLE="""" >1</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >kW</SPAN>","<SPAN STYLE="""" >2</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >kW</SPAN>","<SPAN STYLE="""" >3</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >kW</SPAN>","<SPAN STYLE="""" >4</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >kW</SPAN>","VOID","b","<SPAN STYLE="""" >NIN COMPACT  E3.1.3 Seite 7<BR><BR><BR></SPAN>","VOID","2458","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.5.1","Multiple Choice","<SPAN STYLE="""" >F&uuml;r welche Verbraucher sind separate &Uuml;berstromunterbrecher vorzusehen?</SPAN>","<SPAN STYLE="""" >Waschmaschine</SPAN>","<SPAN STYLE="""" >K&uuml;hlschrank</SPAN>","<SPAN STYLE="""" >Heizk&ouml;rper P=1kW</SPAN>","<SPAN STYLE="""" >300 Liter - Warmwassererw&auml;rmer</SPAN>","VOID","ad","VOID","<SPAN STYLE="""" >F&uuml;r einzelne Verbraucher mit P &gt; 2kW sind separate &Uuml;berstromunterbrecher vorzusehen.<BR></SPAN>","3278","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.5.1","Multiple Choice","<SPAN STYLE="""" >Wie gross ist in etwa die Anschlussleistung eines Kochherds mit Bachofen?</SPAN>","<SPAN STYLE="""" >5</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >kW</SPAN>","<SPAN STYLE="""" >10</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >kW</SPAN>","<SPAN STYLE="""" >20</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >kW</SPAN>","<SPAN STYLE="""" >30</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >kW</SPAN>","VOID","b","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.5.1","Multiple Choice","<SPAN STYLE="""" >In welchem Bereich liegt etwa die Anschlussleistung einer Waschmaschine, eines W&auml;schetrockners oder einem Geschirrwaschmaschine?</SPAN>","<SPAN STYLE="""" >1 - 1,2</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >kW</SPAN>","<SPAN STYLE="""" >2 - 2,5</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >kW</SPAN>","<SPAN STYLE="""" >4 - 5</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >kW</SPAN>","<SPAN STYLE="""" >8 - 10</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >kW</SPAN>","VOID","b","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.6.1","Multiple Choice","<SPAN STYLE="""" >Was wird mit nebenstehendem Schild gekennzeichnet?</SPAN>","<SPAN STYLE="""" >Standort der Umkleidekabinen</SPAN>","<SPAN STYLE="""" >der Fluchtweg</SPAN>","<SPAN STYLE="""" >Standort des Personenaufzugs</SPAN>","<SPAN STYLE="""" >Standort der WC-Anlage</SPAN>","VOID","b","VOID","VOID","3280","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.6.1","Multiple Choice","<SPAN STYLE="""" >Stromversorgungen f&uuml;r Sicherheitszwecke erm&ouml;glichen den Weiterbetrieb von Einrichtungen, die f&uuml;r Personen lebenswichtig wichtig sind.<BR>Welches sind Beispiele solcher Einrichtungen?<BR></SPAN>","<SPAN STYLE="""" >Brandmeldeanlagen</SPAN>","<SPAN STYLE="""" >Registrierkassen</SPAN>","<SPAN STYLE="""" >Rolltreppen</SPAN>","<SPAN STYLE="""" >Operationss&auml;le</SPAN>","VOID","ad","<SPAN STYLE="""" >NIN COMPACT 3.5.1 Seite 15<BR><BR><BR></SPAN>","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.6.1","Multiple Choice","<SPAN STYLE="""" >In welchen R&auml;umen oder Bauten ist eine Beleuchtung f&uuml;r Sicherheitszwecke und Sicherheitskennzeichnung von Fluchtwegen und Ausg&auml;ngen erforderlich?</SPAN>","<SPAN STYLE="""" >In R&auml;umen mit starker Personenbelegung</SPAN>","<SPAN STYLE="""" >in R&auml;umen mit nichtbrennbarem staub</SPAN>","<SPAN STYLE="""" >in korrosionsgef&auml;hrlichen R&auml;umen</SPAN>","<SPAN STYLE="""" >in landwirtschaftlichen Betriebsst&auml;tten</SPAN>","VOID","a","<SPAN STYLE="""" >NIN COMPACT 3.5.2 Seite 15<BR><BR><BR></SPAN>","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.6.1","Multiple Choice","<SPAN STYLE="""" >Welches sind m&ouml;gliche Stromquellen f&uuml;r Sicherheitszwecke?</SPAN>","<SPAN STYLE="""" >Batterien/Akkumulatoren</SPAN>","<SPAN STYLE="""" >Trenntransformator</SPAN>","<SPAN STYLE="""" >Trennumformer</SPAN>","<SPAN STYLE="""" >FELV-Stromkreise</SPAN>","VOID","ac","<SPAN STYLE="""" >NIN COMPACT 3.5.1 Seite 15<BR>NIN 3.5.1<BR><BR></SPAN>","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.6.1","Multiple Choice","<SPAN STYLE="""" >Der Einsatz einer Stromversorgung f&uuml;r Sicherheitszwecke kann auch Arbeitsunf&auml;lle in gewissen Produktionsanlagen verhindern, <BR>z.B.</SPAN>","<SPAN STYLE="""" >in einer Buchbinderei</SPAN>","<SPAN STYLE="""" >in einem Kraftwerk</SPAN>","<SPAN STYLE="""" >in einem Werbeb&uuml;ro</SPAN>","<SPAN STYLE="""" >in einem Hochregallager</SPAN>","VOID","bd","<SPAN STYLE="""" >NIN COMPACT 3.5.1 Seite 14<BR><BR><BR></SPAN>","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.6.1","Multiple Choice","<SPAN STYLE="""" >Welche minimale Betriebszeit ist f&uuml;r die Beleuchtung und Kenn-<BR>zeichnung von Fluchtwegen gem&auml;ss VKF-Brandschutzlinie notwendig?</SPAN>","<SPAN STYLE="""" >30 Minuten</SPAN>","<SPAN STYLE="""" >60 Minuten</SPAN>","<SPAN STYLE="""" >90 Minuten</SPAN>","<SPAN STYLE="""" >120 Minuten</SPAN>","VOID","b","<SPAN STYLE="""" >NIN COMPACT 5.6.1.1 Seite 137<BR>NIN 5.6.1.1 B+E<BR><BR></SPAN>","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.6.1","Multiple Choice","<SPAN STYLE="""" >Wie m&uuml;ssen Stromkreise f&uuml;r Sicherheitszwecke verlegt werden, wenn Kabel ohne Isolationserhalt eingesetzt werden?</SPAN>","<SPAN STYLE="""" >unter Putz in Beton oder Mauerwerk</SPAN>","<SPAN STYLE="""" >zusammen mit den Kabeln der allgemeinen Stromversorgung</SPAN>","<SPAN STYLE="""" >auf Putz in Metallrohren</SPAN>","<SPAN STYLE="""" >in einem Kanal mit Feuerwiderstand EI 60</SPAN>","VOID","da","<SPAN STYLE="""" >NIN COMPACT 5.6.8.2 Seite 140<BR>NIN 5.6.8.2 B+E<BR><BR></SPAN>","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.6.1","Multiple Choice","<SPAN STYLE="""" >In einem Stromkreis f&uuml;r Sicherheitszwecke werden Sicherheitskabel mit Isolationserhalt verlegt. Welche Aussage ist richtig?</SPAN>","<SPAN STYLE="""" >Sie m&uuml;ssen in einen Kanal EI 60 verlegt werden.</SPAN>","<SPAN STYLE="""" >Sie d&uuml;rfen zusammen mit Kabeln der allgemeinen Stromversorgung verlegt werden.</SPAN>","<SPAN STYLE="""" >Die Kabel m&uuml;ssen unter Putz einzeln in Rohre verlegt werden.</SPAN>","<SPAN STYLE="""" >Sie m&uuml;ssen in einem Kanal mit Trennsteg verlegt werden.</SPAN>","VOID","b","<SPAN STYLE="""" >NIN COMPACT 5.6.8.2 Seite 141<BR>NIN 5.6.8.2 B+E<BR><BR></SPAN>","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.20.4","Multiple Choice","<SPAN STYLE="""" >In wie viel Gruppen werden medinizinisch genutzte R&auml;ume eingeteilt?</SPAN>","<SPAN STYLE="""" >in 2 Gruppen</SPAN>","<SPAN STYLE="""" >in 3 Gruppen</SPAN>","<SPAN STYLE="""" >in 4 Gruppen</SPAN>","<SPAN STYLE="""" >in 5 Gruppen</SPAN>","VOID","b","<SPAN STYLE="""" >NIN COMPACT  7.10.2  Seite 28<BR>NIN  7.10.2.5 - .7<BR><BR></SPAN>","<SPAN STYLE="""" ><BR><BR></SPAN>","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.20.4","Multiple Choice","<SPAN STYLE="""" >Wie weit darf auf Campingpl&auml;tzen die Steckdose vom Stellplatz eines Freizeitfahrzeuges oder eines Zeltes h&ouml;chstens entfernt sein?</SPAN>","<SPAN STYLE="""" >5</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >m</SPAN>","<SPAN STYLE="""" >10</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >m</SPAN>","<SPAN STYLE="""" >20</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >m</SPAN>","<SPAN STYLE="""" >50</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >m</SPAN>","VOID","c","<SPAN STYLE="""" >NIN COMPACT  7.08.5.3.0.40 Seite 25<BR>NIN  7.08.5.3.1<BR><BR></SPAN>","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.20.4","Multiple Choice","<SPAN STYLE="""" >Gibt es Vorgaben f&uuml;r die Montageh&ouml;he von Steckdosen auf Campingpl&auml;tzen?</SPAN>","<SPAN STYLE="""" >nein</SPAN>","<SPAN STYLE="""" >maximal 1</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >m ab Boden</SPAN>","<SPAN STYLE="""" >zwischen 0,5</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >m und 1,5</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >m ab Boden</SPAN>","<SPAN STYLE="""" >mindestens 1</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >m ab Boden</SPAN>","VOID","c","<SPAN STYLE="""" >NIN COMPACT  7.08.5.5.1.2.1  Seite 26<BR>NIN  7.08.5.5.1.6<BR><BR></SPAN>","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.20.4","Multiple Choice","<SPAN STYLE="""" >Auf Campingpl&auml;tzen ist f&uuml;r jeden Stellplatz eine eine CEE-Steckdose 230V/16A vorzusehen, also eine Steckdose: <BR></SPAN>","<SPAN STYLE="""" >Typ 63</SPAN>","<SPAN STYLE="""" >Typ 64</SPAN>","<SPAN STYLE="""" >Typ 65</SPAN>","<SPAN STYLE="""" >Typ 75</SPAN>","VOID","a","<SPAN STYLE="""" >NIN COMPACT  7.08.5.5.1.1  Seite 26<BR>NIN  7.08.5.5.1.1<BR><BR></SPAN>","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.20.4","Multiple Choice","<SPAN STYLE="""" >Welche Aussagen sind richtig in Bezug auf Steckdosen auf Campingpl&auml;tzen?</SPAN>","<SPAN STYLE="""" >Fehlerstromschutzeinrichtung 10</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >mA erforderlich</SPAN>","<SPAN STYLE="""" >Fehlerstromschutzeinrichtung 30</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >mA erforderlich</SPAN>","<SPAN STYLE="""" >eine Fehlerstromschutzeinrichtung darf h&ouml;chstens 1 Steckdose sch&uuml;tzen</SPAN>","<SPAN STYLE="""" >eine Fehlerstromschutzeinrichtung darf h&ouml;chstens 3 Steckdosen sch&uuml;tzen</SPAN>","VOID","cb","<SPAN STYLE="""" >NIN COMPACT  7.08.5.5.1  Seite 26<BR>NIN  7.08.5.5.1<BR><BR></SPAN>","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.20.4","Multiple Choice","<SPAN STYLE="""" >Wie viele Steckdosen sind auf Campingpl&auml;tzen f&uuml;r den Anschluss von Freizeitfahrzeugen oder Zelten vorzusehen?</SPAN>","<SPAN STYLE="""" >pro 2 Stellpl&auml;tze mindestens 1 Steckdose</SPAN>","<SPAN STYLE="""" >f&uuml;r jeden Stellplatz mindestens eine Steckdose</SPAN>","<SPAN STYLE="""" >f&uuml;r jeden Stellplatz mindestens 2 Steckdosen</SPAN>","<SPAN STYLE="""" >das liegt im Ermessen des Campingplatzbesitzers</SPAN>","VOID","b","<SPAN STYLE="""" >NIN COMPACT  7.08.5.51  Seite 26<BR>NIN  7.08.5.5.1.4<BR><BR></SPAN>","VOID","2505","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.20.4","Multiple Choice","<SPAN STYLE="""" >Wie viele Steckdosen sollen auf Campingpl&auml;tzen maximal in einen Verteiler eingebaut werden?</SPAN>","<SPAN STYLE="""" >maximal 3</SPAN>","<SPAN STYLE="""" >maximal 4</SPAN>","<SPAN STYLE="""" >maximal 5</SPAN>","<SPAN STYLE="""" >maximal 6</SPAN>","VOID","b","<SPAN STYLE="""" >NIN COMPACT 7.08.5.3.0.40 Seite 25<BR>NIN 7.08.5.3.0.40<BR><BR></SPAN>","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.20.4","Multiple Choice","<SPAN STYLE="""" >Wie lang soll eine Verl&auml;ngerungsleitungen zwischen Steckdose und Stellplatz auf Campingpl&auml;tzen h&ouml;chstens sein?</SPAN>","<SPAN STYLE="""" >10</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >m</SPAN>","<SPAN STYLE="""" >15</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >m</SPAN>","<SPAN STYLE="""" >20</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >m</SPAN>","<SPAN STYLE="""" >25</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >m</SPAN>","<SPAN STYLE="""" >30</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >m</SPAN>","d","<SPAN STYLE="""" >NIN COMPACT  7.08.5.5.1.2  Seite 26<BR>NIN  7.08.5.5.1.2<BR><BR></SPAN>","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
